,Open,High,Low,Close,Adj Close,Volume,SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_open,DJ_high,DJ_low,DJ_close,DJ_Ajclose,DJ_volume,EG_open,EG_high,EG_low,EG_close,EG_Ajclose,EG_volume,EU_Price,EU_open,EU_high,EU_low,EU_Trend,OF_Price,OF_Open,OF_High,OF_Low,OF_Volume,OF_Trend,OS_Price,OS_Open,OS_High,OS_Low,OS_Trend,SF_Price,SF_Open,SF_High,SF_Low,SF_Volume,SF_Trend,USB_Price,USB_Open,USB_High,USB_Low,USB_Trend,PLT_Price,PLT_Open,PLT_High,PLT_Low,PLT_Trend,PLD_Price,PLD_Open,PLD_High,PLD_Low,PLD_Trend,RHO_PRICE,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend,GDX_Open,GDX_High,GDX_Low,GDX_Close,GDX_Adj Close,GDX_Volume,USO_Open,USO_High,USO_Low,USO_Close,USO_Adj Close,USO_Volume
2011-12-15,142.6956226778025,143.01737477622942,140.31165911233862,143.1632611519959,143.1632611519959,19235340.671327077,113.39754734816088,113.64194452670424,112.44356745818823,112.64681119720717,97.31809692791549,186770066.47392774,10920.618365988685,11045.442905605876,10911.939448941906,10953.578589876115,10953.578589876115,163324180.49535865,68.15362199750976,69.61333486859573,66.24537121099291,67.07083109750604,64.78485728853039,753938.1912095479,1.1544641078047795,1.1518251990122212,1.1578462119479667,1.1496668778083692,0.8121094123347932,96.62053001122297,96.47539466573912,97.88465376800096,96.30566585181353,33349.68585028893,0.6012374725292141,86.17569290024666,87.25474371342916,88.30760031542054,85.90584442791331,0.2832242227307615,49442.44553516635,49964.330777267074,50023.25284973474,48369.106989004875,101623.30001107656,0.5645588974098639,1.6462137122130371,1.6455886808157176,1.6456639104914994,1.6461545449272077,0.5751480737889119,1306.426841798577,1309.9619861621557,1314.9265761863965,1274.5441248124737,0.2528802491694926,571.8065137733714,568.5884720218894,569.0016677192988,568.3243326894841,0.8214952580805782,1311.1301019012233,74.0619187749449,74.22421910861257,74.3085815813982,73.851950850118,19489.5037590545,0.016156635153404073,48.42735091147093,48.64235134077896,47.25463164766293,47.450179291860564,44.94060327154566,18293572.299096067,33.566543687153874,33.65409625540354,32.855450718110895,33.009095937163075,33.009095937163075,11580602.289198264
2011-12-16,122.14866234597974,122.55687697031328,120.66263870280855,122.57227354920576,122.57227354920576,15649050.14908842,96.95167126761675,97.26393880044691,96.103282581377,96.36741816676337,83.40903416547923,161725948.2568462,9364.177772010953,9462.620012006524,9343.79009667945,9385.391643249368,9385.391643249368,168944767.30576903,57.89306621077783,59.113707685265794,56.577052721047764,57.40391576505547,55.451188777456565,713456.2639626721,0.9833113573587555,0.981772475853157,0.9867937441633041,0.9799249355221736,0.6737623930630917,82.70404096517134,82.59242886322048,83.70083383131559,82.21808755199324,59765.45480616854,0.38845870096997714,74.16722994814302,74.7372138322161,75.68994593570831,73.71847672988693,0.436693877481896,42246.13480090533,42576.558814762386,42714.631400189595,41477.63459953272,74607.68104805663,0.3285131181651063,1.3926037529000719,1.3923191850457277,1.3923541295767052,1.3925751699212814,0.3370984207361378,1119.268910697504,1120.3500894279866,1127.1572553688322,1096.260018498058,0.37455982905138124,491.35961673181714,489.47891216954633,490.43538984608483,488.6017411735222,0.6906388938272449,1135.4406147936566,63.35551508441416,63.447263232864685,63.544609129360325,63.16346526144234,13900.019124091255,0.036350343553327745,41.407767066478186,41.66523889899082,40.609340872675666,40.84927188896621,38.69292288560236,14699968.955629576,28.77592613135726,28.90266602875135,28.275322201486368,28.485451784421436,28.485451784421436,9457357.553836262
2011-12-17,91.91178737776447,92.20922178122743,91.05750391332398,92.2714361014633,92.2714361014633,11591745.369931486,72.96269800064857,73.19495879948252,72.23546772454286,72.5333866009267,62.87680270588622,119417966.94643687,7064.707640809089,7134.379437041051,7040.65827703471,7079.263016554803,7079.263016554803,125325544.8680971,43.01839617066602,43.925771917987255,42.05358760602963,42.65790037569843,41.20718501589577,637533.8668827583,0.4925149760784943,0.4921256086378384,0.4943981799925285,0.490872229156745,0.4041176278157959,62.82926466201545,62.67773767028985,63.486930093780074,62.26062233460772,48947.03027333066,0.33456954446434395,56.48036884780701,56.82757439850803,57.5325208042306,56.08336829324872,0.3606620488332391,31674.738096565165,31835.595801459436,31993.40091387969,31137.90871077044,50629.032471837476,0.21778741727722223,0.8033341720833803,0.8056184449373192,0.8051198272201293,0.8037967796255688,0.23590661416721145,841.7982482649156,842.4176378124622,847.8459915302041,826.5350403659747,0.23723199407741008,372.63425852707485,371.7664611993143,373.44971832789906,370.0591393986418,0.4300019662228657,900.7117214110341,47.54533910002894,47.61298856790035,47.68154470205699,47.4162146937766,8637.904673951845,0.07099476342362715,30.98979773653556,31.140395418327525,30.510219790345474,30.64464182926463,29.018345707925857,10727725.139692608,21.802129714201932,21.91457498152532,21.516053411149176,21.69079022712053,21.69079022712053,5962752.8669216
2011-12-18,89.3670886098702,89.6457926174091,88.72827347928654,89.7106914304914,89.7106914304914,9740228.9598935,70.74591792384827,71.04216931679935,69.94802681651771,70.42447453480429,61.113005031281105,112198056.12281513,6859.86446821901,6928.65568921583,6827.899992407761,6878.772213777882,6878.772213777882,109683198.38263847,40.78093609569933,41.61997262422564,39.70307903155653,40.29543987491886,38.92693156382971,684981.78137164,0.49339523234330407,0.49363097163696856,0.495535870071568,0.4919790254194059,0.2971142396292369,61.08659868502083,60.836602878691735,61.626181301572615,60.35791421886016,60820.67467392035,0.4175279498639021,55.13768448853804,55.31038197665403,56.05306921245927,54.68977553945321,0.4315707058360162,30638.32618354063,30734.89123650564,30921.080059852804,30206.52183892172,43331.24663405752,0.190142527136766,0.8023042329488659,0.8045501354859717,0.8040659973044029,0.80275245464505,0.23049001507542705,816.9185350081466,817.212142087903,823.3453586581065,805.0661694181363,0.1981467222792194,361.7312955767622,361.86007203980114,364.32972952262185,358.9652038513937,0.3497558385766993,866.9867924714608,46.09931507204476,46.17361173324347,46.24737891722714,45.97102354215811,7146.084018692,0.133862433526413,30.06633500779334,30.209997399391092,29.62991202429012,29.774584336307043,28.199989551300526,9317529.625919182,21.25694943042017,21.378151248938813,21.046325200142817,21.224069708948207,21.224069708948207,5087796.1868929025
2011-12-19,113.74787170778639,114.0941841390077,112.97723591278772,114.12018813100498,114.12018813100498,9742176.637155049,89.63984009164,90.16097753860146,88.55758600044184,89.40902296558437,77.59115572190122,137944820.26765677,8688.913960139676,8784.244830563344,8642.3472448586,8724.285765066237,8724.285765066237,118525830.10671179,50.523403165667354,51.52008671476044,48.84514179498436,49.630713839633636,47.94839865794506,864981.7376837499,0.9868308840823459,0.9877909503824682,0.9913425141456046,0.9843505135496216,0.3096875928455036,76.97312115651643,76.538120618324,77.58067184202665,75.9582030138467,100891.06430238471,0.6712660419131435,69.75063354239695,69.747988177729,70.82271625354295,69.1341196668864,0.6783093657837329,38824.9099998196,38941.13656341574,39174.266926409415,38402.05484541659,50309.905399287316,0.23503256812127474,1.3887597648804948,1.3883376649135077,1.388425381966798,1.3886785873342744,0.31864955030775965,1037.1643355931333,1037.171903732977,1046.291965542833,1025.405066422861,0.24111801269682348,455.4959358729737,456.8870573630369,460.4412433237052,452.098750534798,0.41623633189255416,1026.7397302721172,58.580577699598535,58.693964026037904,58.80811927577875,58.39198164691932,8773.40362375597,0.24994576033336932,38.354452768614834,38.58738653452463,37.7024282433315,37.97407380299053,35.988097139072494,10132592.556745388,26.979632417155933,27.135471281699054,26.72882731979269,26.949131985330546,26.949131985330546,6448088.13076315
2011-12-20,125.55514957765331,125.9578159871222,124.83015964576424,125.6444941710729,125.6444941710729,9210357.594098544,98.85953199412154,99.65066273464295,97.76474961614208,99.14413510908707,86.04653314233703,150187889.0211993,9575.823792548397,9705.180395379402,9538.528436411703,9665.002375036825,9665.002375036825,123652923.41503613,54.80875536720682,56.05923920966096,53.54254250370042,54.59138676903297,52.74235074890361,806629.7041165896,1.1681296322847097,1.1660679048062097,1.1746393513200282,1.163428066733624,0.4468979653159173,85.16375872715395,84.42750875304684,85.73293725012829,83.89941996981456,119177.16667165546,0.7905434772051947,77.32030516617037,77.25621968557321,78.74890070748411,76.79731995022537,0.7939852255999276,42756.134142737756,42769.038187656144,43137.10612878548,42324.590085465556,51697.38841273322,0.36958204194028,1.6667630815575545,1.6656039872298445,1.665850568249046,1.6665356247657175,0.5361769156916959,1145.2065712527908,1141.4874748252687,1154.6407069858885,1131.8498712519333,0.3839411451364475,504.9017685229106,502.8741150712352,507.5781023018285,499.7913156893573,0.6573327822965076,1103.1954352280059,64.52817746815552,64.6821348759558,64.81376408681437,64.25765224543004,13806.771960789527,0.4653924964715847,42.31178829490912,42.6628545795879,41.747953257148936,42.153992321887436,39.96052429728802,9756490.444148894,29.927557376650725,30.150586777731473,29.721656391893493,29.975401222244123,29.975401222244123,7382175.655060536
2011-12-21,127.94261345718766,128.3383390664883,127.17254744115351,127.69411114701563,127.69411114701563,8692630.939590465,101.12035657641982,101.80769868733773,100.21858503174695,101.45541249327393,88.05941035356756,140326386.63643017,9812.412899658975,9908.547822350141,9772.532407111647,9880.39469063876,9880.39469063876,119509776.79343742,55.67434235516282,57.06719142716056,54.63397051565662,55.94984904850665,54.05546920610248,734989.1595561526,1.209895924085708,1.210378262565184,1.219518119923789,1.2067311123727218,0.3615066238687218,87.13052167211455,86.58652746575645,87.65914874238034,86.03783335009341,113790.30405505537,0.8241477992570687,79.61470397608014,79.24513274175865,80.60161793377954,78.78655966412329,0.8257268009532892,43457.06661174497,43560.93999373568,43951.97444223311,43143.91440611236,51953.92106181213,0.2636417954616685,1.7542084996952636,1.752852338526959,1.7531416998155114,1.7539418044597888,0.5653977671224932,1166.3680731432532,1165.563759881424,1178.2647631136215,1155.3058237909336,0.27164185530623836,519.0795306574342,514.1861641729132,521.5358341802729,511.8692705634303,0.7546763702101758,1113.4158589437388,65.7190328816419,65.77016041835329,65.93945324771491,65.36443252612895,14849.281722437483,0.4683114260416621,43.184472775608626,43.476392646981964,42.583974786128735,43.03318638664217,40.80326233929252,8929389.03455733,30.7016306169098,30.96964513075571,30.52258057375757,30.78898481255467,30.78898481255467,7147884.10342258
2011-12-22,121.58138104092768,121.92291243520887,120.84084678905083,121.22194255568363,121.22194255568363,7546288.541840029,96.57474476278581,97.21207622998811,95.9411515025051,96.96324242180597,84.16839811550619,114626351.63533139,9369.690025774507,9454.08534689569,9345.366723952864,9433.291065117191,9433.291065117191,105602341.49421868,53.18349530033342,54.45829317250505,52.17483657359632,53.66501238923817,51.84824205607325,643492.2089073762,1.157219171100623,1.1573597717643864,1.1643902718130135,1.1545041777215812,0.42160741410697455,83.15818325239441,82.8159275535891,83.65596924603659,82.3410845106589,93892.75807295195,0.7858240414059702,76.29653061928795,75.956719688324,77.04549859174448,75.55628425647384,0.7864662051971724,41240.756254972206,41337.40358709118,41680.9598191383,41004.25165589408,44304.41088356034,0.25827473354854474,1.6836410768154955,1.6822484042922448,1.6825456491798327,1.6833668067862841,0.41817541380970047,1108.7089343720852,1108.9886417039427,1119.094812152531,1099.9647008916284,0.2718349476055716,499.45507914404953,493.16106419679954,500.84360915108414,491.44753469242573,0.7491038570297797,1059.6818040738344,62.48965617700095,62.524314943656755,62.675623043204595,62.19244803887014,11836.556008114107,0.25986293997519344,41.0039658863661,41.223195638823015,40.4479934122675,40.888603792099545,38.78218640504483,8151268.001134782,29.42099821283785,29.64830496733089,29.27802956595957,29.466779051920494,29.466779051920494,5340721.147886962
2011-12-23,104.74468170058046,104.99841796194094,104.1780601922963,104.20104995498973,104.20104995498973,5954266.7361386195,83.65739796065006,84.17636497932233,83.21241263630276,83.99266461730532,72.92689949363711,87504479.74946447,8115.202666728961,8187.842154229347,8098.161411607895,8172.29174440403,8172.29174440403,81424449.71126603,46.22260270180595,47.29146958970762,45.51120649504695,46.71071649250958,45.129215969807994,525463.28594423,0.9569133058202087,0.9572924779180985,0.9618111065522017,0.9551952883401575,0.2489280428862938,72.04840605718753,71.80639582722493,72.47073912572263,71.40948012017468,65990.03911282137,0.659896799504267,66.27246480838213,66.0097178534041,66.81775700630868,65.67581003347047,0.6602079349897885,35516.49260306602,35582.27178325684,35857.49715945921,35333.732575248694,32626.90799062799,0.3514334474908528,1.4158361879294832,1.414825596191072,1.415040947461955,1.415636736078977,0.4407271770932131,955.873080156113,956.409483721801,964.9079551689676,949.729999803544,0.3846003854579719,435.56127114783385,431.87499273162604,436.83859612862716,430.21563275757,0.6382775090021013,930.0019111214597,53.87769781819132,53.886183207545145,54.01645016312541,53.662780000333484,8211.25162178652,0.1547203377146376,35.282976009693584,35.458610710956314,34.89101193368175,35.23756866614836,33.44243497098489,6172255.884779774,25.531132839376408,25.70629940273316,25.42249860123185,25.573457365477907,25.573457365477907,3517707.4779014834
2011-12-24,72.35977277639967,72.5586218189605,72.0461388035666,71.93523271396859,71.93523271396859,4816878.467517019,58.203419844937464,58.48898030207573,57.87712701331629,58.323284246186105,50.689034678629994,59006704.20000228,5658.53729392859,5698.971041351422,5642.085448641645,5685.342097810746,5685.342097810746,57470784.88062306,32.26210325375195,32.95167868204848,31.787923134610473,32.531081772943594,31.428715166087166,388908.18130640103,0.40981205356054395,0.4101055927367447,0.4118518376092134,0.40898610482237924,0.17643237288865213,50.574780313661634,50.42651168273331,50.855515553836845,50.04110092683521,38727.1126488666,0.39485858783838773,46.53179868312637,46.40501450933082,46.901316290459825,46.072386753112205,0.3955120021155734,24509.033851030974,24552.811123142368,24759.0628959219,24337.425527427495,22635.284437467097,0.19717917642339877,0.7049014580108494,0.7067532576135487,0.7063579866978693,0.7052666584503735,0.23622099696417811,661.8353749163379,663.0872438735365,668.1478744201638,656.9846131765568,0.24251640578084516,305.1198093626676,303.00106366614887,306.9179385806513,300.8273417683249,0.37570439086740176,695.4366515200904,37.3025055227032,37.28953711162322,37.38092403494264,37.17097050255351,5040.435294393941,0.11108524103331412,24.259542570139388,24.35417454901485,24.05871174737034,24.239939696612577,22.99772714721061,4537929.267077792,17.826088962927,17.9654344076819,17.78217366881686,17.91194042101595,17.91194042101595,2290216.1349442755
